Product,Jan23,Dec22,Nov22,Oct22,Sep22,Aug22
Methylprednisolone acetate 40mg/1ml suspension for injection vials 1,£3.44,£3.44,£3.44,£3.44,£3.44,£3.44
Methylprednisolone acetate 80mg/2ml suspension for injection vials 1,£6.18,£6.18,£6.18,£6.18,£6.18,£6.18
Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials 1,£4.75,£4.75,£4.75,£4.75,£4.75,£4.75
Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials 1,£17.30,£17.30,£17.30,£17.30,£17.30,£17.30
Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials 1,£1.58,£1.58,£1.58,£1.58,£1.58,£1.58
Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials 1,£9.60,£9.60,£9.60,£9.60,£9.60,£9.60
Metoclopramide 10mg tablets 28,£0.97,£1.01,£0.98,£0.98,£1.01,£1.01
Metoclopramide 10mg/2ml solution for injection ampoules 10,£4.00,£3.97,£3.93,£3.88,£3.82,£3.74
Metoclopramide 5mg tablets 28,£3.75,£3.75,£3.75,£3.75,£3.75,#N/A
Metoclopramide 5mg/5ml oral solution sugar free 150,£19.79,£19.79,£19.79,£19.79,£19.79,£19.79
Metolazone 5mg tablets 20,£110.00,,,,,
Metoprolol 100mg tablets 28,£1.50,£1.32,£1.27,£1.27,£1.21,£1.21
Metoprolol 25mg tablets 28,£28.98,£28.42,£29.34,£27.50,£25.18,£25.32
Metoprolol 50mg tablets 28,£1.26,£1.27,£1.23,£1.23,£1.16,£1.16
Metronidazole 0.75% cream 30,£6.60,£6.60,£6.60,£6.60,£6.60,£6.60
Metronidazole 0.75% cream 40,£9.88,£6.60,£6.60,£6.60,£6.60,£6.60
Metronidazole 0.75% gel 15,£5.64,£5.64,£5.64,£5.64,£5.64,£5.64
Metronidazole 0.75% gel 40,£22.63,£5.64,£5.64,£5.64,£5.64,£5.64
Metronidazole 0.75% vaginal gel 40,£4.31,£4.31,£4.31,£4.31,£4.31,£4.31
Metronidazole 1g suppositories 10,£23.06,£23.06,£23.06,£23.06,£23.06,£23.06
Metronidazole 200mg tablets 21,£4.03,£4.03,£4.03,£4.03,£4.03,£4.03
Metronidazole 200mg/5ml oral suspension 100,£63.64,£59.98,£67.30,£52.66,£52.54,£52.78
Metronidazole 400mg tablets 21,£1.30,£1.57,£1.52,£1.52,£1.55,£1.55
Metronidazole 500mg suppositories 10,£15.18,£15.18,£15.18,£15.18,£15.18,£15.18
Metronidazole 500mg tablets 21,£43.11,£43.13,£43.17,£43.19,£43.25,£43.25
Metronidazole 500mg/100ml infusion 100ml bags 20,£69.76,£69.76,£69.76,£69.76,£69.76,£69.76
Metyrapone 250mg capsules 100,£438.57,£438.57,£438.57,£438.57,£438.57,£363.66
Mexiletine 100mg capsules 84,£375.00,£375.00,£375.00,£375.00,£375.00,£375.00
Mexiletine 50mg capsules 84,£185.00,£185.00,£185.00,£185.00,£185.00,£185.00
Mexiletine hydrochloride 200mg (Mexiletine 167mg) capsules 100,"£5,000.00","£5,000.00","£5,000.00","£5,000.00","£5,000.00","£5,000.00"
Mianserin 10mg tablets 28,£19.51,£19.24,£19.77,£18.70,£18.71,£18.68
Mianserin 30mg tablets 28,£47.59,£46.96,£47.28,£46.64,£47.92,£45.35
Miconazole 0.16% dry powder spray 100,£4.02,£4.02,£3.79,£3.79,£3.79,£3.79
Miconazole 2% cream 30,£1.82,£1.82,£1.82,£1.82,£1.82,£1.82
Miconazole 2% powder 20,£3.58,£3.58,£3.13,£3.13,£3.13,£3.13
Miconazole 2% vaginal cream 78,£4.33,£4.33,£4.33,£4.33,£4.33,£4.33
Miconazole 20mg/g oromucosal gel sugar free 15,£4.46,£4.46,£4.18,£4.18,£4.18,£4.18
Miconazole 20mg/g oromucosal gel sugar free 80,£4.38,£4.46,£4.18,£4.18,£4.18,£4.18
Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes sugar free 1,£45.76,£45.76,£45.76,£45.76,£45.76,£45.76
Midazolam 10mg/2ml oromucosal solution pre-filled oral syringes sugar free 4,£91.50,£91.50,£91.50,£91.50,£91.50,£91.50
Midazolam 10mg/2ml solution for injection ampoules 10,£5.90,£6.43,£6.16,£6.16,£5.82,£5.82
Midazolam 10mg/5ml solution for injection ampoules 10,£7.09,£7.09,£7.09,£7.09,£7.09,£7.09
Midazolam 2.5mg/0.5ml oromucosal solution pre-filled oral syringes sugar free 4,£82.00,£82.00,£82.00,£82.00,£82.00,£82.00
Midazolam 2mg/2ml solution for injection ampoules 10,£6.00,£6.00,£6.00,£6.00,£6.00,£6.00
Midazolam 50mg/10ml solution for injection ampoules 10,£31.51,£31.51,£31.51,£31.49,£31.46,£31.37
Midazolam 5mg/1ml oromucosal solution pre-filled oral syringes sugar free 4,£85.50,£85.50,£85.50,£85.50,£85.50,£85.50
Midazolam 5mg/5ml solution for injection ampoules 10,£13.59,£13.59,£13.59,£13.59,£13.59,£13.59
Midazolam 7.5mg/1.5ml oromucosal solution pre-filled oral syringes sugar free 4,£89.00,£89.00,£89.00,£89.00,£89.00,£89.00
Midodrine 10mg tablets 100,£83.32,£83.32,£83.32,£88.15,£88.15,£88.15
Midodrine 2.5mg tablets 100,£27.22,£30.02,£28.73,£28.73,£30.89,£30.89
Midodrine 5mg tablets 100,£41.17,£43.54,£41.66,£41.66,£44.08,£44.08
Minocycline 100mg modified-release capsules 56,£20.08,£20.08,£20.08,£20.08,£20.08,£20.08
Minocycline 100mg tablets 28,£12.30,£11.78,£11.79,£11.80,£11.83,£11.84
Minocycline 50mg tablets 28,£6.19,£6.19,£6.19,£6.19,£6.19,£6.19
Minoxidil 10mg tablets 60,£30.68,£30.68,£30.68,£30.68,£30.68,£30.68
Minoxidil 2.5mg tablets 60,£8.88,£8.88,£8.88,£8.88,£8.88,£8.88
Minoxidil 5% foam 60,£24.50,£24.50,£24.50,£24.50,£24.50,£24.50
Minoxidil 5% foam 120,£33.34,£24.50,£24.50,£24.50,£24.50,£24.50
Minoxidil 5% foam 180,£56.35,£24.50,£24.50,£24.50,£24.50,£24.50
Minoxidil 5mg tablets 60,£15.83,£15.83,£15.83,£15.83,£15.83,£15.83
Mirabegron 25mg modified-release tablets 30,£29.00,£29.00,£29.00,£29.00,£29.00,£29.00
Mirabegron 50mg modified-release tablets 30,£29.00,£29.00,£29.00,£29.00,£29.00,£29.00
Mirtazapine 15mg orodispersible tablets 30,£1.90,£1.92,£1.85,£1.85,£1.71,£1.71
Mirtazapine 15mg tablets 28,£1.05,£1.04,£1.01,£1.01,£1.08,£1.08
Mirtazapine 15mg/ml oral solution sugar free 66,£117.00,£117.00,£117.00,£117.00,£97.89,£97.89
Mirtazapine 30mg orodispersible tablets 30,£2.02,£2.00,£1.93,£1.93,£2.18,£2.18
Mirtazapine 30mg tablets 28,£1.06,£1.16,£1.12,£1.12,£1.07,£1.07
Mirtazapine 45mg orodispersible tablets 30,£2.27,£2.39,£2.29,£2.29,£2.39,£2.39
Mirtazapine 45mg tablets 28,£1.36,£1.39,£1.35,£1.35,£1.32,£1.32
Misoprostol 200microgram tablets 60,£10.03,£10.03,£10.03,£10.03,£10.03,£10.03
Misoprostol 400microgram tablets 1,£8.00,£8.00,£8.00,£8.00,£8.00,£8.00
Mitotane 500mg tablets 100,£590.97,£590.97,£590.97,£590.97,£590.97,£590.97
Mizolastine 10mg modified-release tablets 30,£6.92,£6.92,£6.92,£6.92,£6.92,£6.92
Moclobemide 150mg tablets 30,£9.33,£7.93,£22.10,£22.10,£22.10,£22.10
Moclobemide 300mg tablets 30,£13.99,£13.99,£13.99,£13.99,£13.99,£13.99
Modafinil 100mg tablets 30,£2.72,£2.92,£2.81,£2.81,£3.25,£3.25
Modafinil 200mg tablets 30,£7.09,£7.18,£6.88,£6.88,£6.49,£6.49
Mometasone 0.1% cream 30,£3.63,£2.63,£2.53,£2.53,£2.07,£2.07
Mometasone 0.1% cream 100,£12.10,£2.63,£2.53,£2.53,£2.07,£2.07
Mometasone 0.1% ointment 30,£4.04,£3.17,£3.05,£3.05,£2.13,£2.13
Mometasone 0.1% ointment 100,£13.47,£3.17,£3.05,£3.05,£2.13,£2.13
Mometasone 0.1% scalp lotion 30,£4.36,£4.36,£4.36,£4.36,£4.36,£4.36
Mometasone 200micrograms/dose dry powder inhaler 30,£15.70,£15.70,£15.70,£15.70,£15.70,£15.70
Mometasone 200micrograms/dose dry powder inhaler 60,£23.54,£15.70,£15.70,£15.70,£15.70,£15.70
Mometasone 25micrograms/dose / Olopatadine 600micrograms/dose nasal spray 240,£13.32,£13.32,£13.32,£13.32,£13.32,£13.32
Mometasone 400micrograms/dose dry powder inhaler 30,£21.78,£21.78,£21.78,£21.78,£21.78,£21.78
Mometasone 400micrograms/dose dry powder inhaler 60,£36.05,£21.78,£21.78,£21.78,£21.78,£21.78
Mometasone 50micrograms/dose nasal spray 140,£3.03,£3.20,£3.08,£3.08,£3.71,£3.71
Montelukast 10mg tablets 28,£1.34,£1.29,£1.25,£1.25,£1.13,£1.13
Montelukast 4mg chewable tablets sugar free 28,£1.08,£1.13,£1.09,£1.09,£1.03,£1.03
Montelukast 4mg granules sachets sugar free 28,£7.86,£7.36,£7.06,£7.06,£4.41,£4.41
Montelukast 5mg chewable tablets sugar free 28,£1.15,£1.12,£1.09,£1.09,£1.10,£1.10
Morphine 100mg modified-release capsules 60,£21.80,£21.80,£21.80,£21.80,£21.80,£21.80
Morphine 100mg modified-release tablets 60,£38.50,£38.50,£38.50,£38.50,£38.50,£38.50
Morphine 10mg modified-release capsules 60,£3.47,£3.47,£3.47,£3.47,£3.47,£3.47
Morphine 10mg modified-release tablets 60,£5.20,£5.20,£5.20,£5.20,£5.20,£5.20
Morphine 10mg orodispersible tablets sugar free 56,£4.75,£4.75,£4.75,£4.75,£4.75,£4.75
Morphine 10mg tablets 56,£5.31,£5.31,£5.31,£5.31,£5.31,£5.31
Morphine 120mg modified-release capsules 28,£29.15,£29.15,£29.15,£29.15,£29.15,£29.15
Morphine 150mg modified-release capsules 28,£36.43,£36.43,£36.43,£36.43,£36.43,£36.43
Morphine 15mg modified-release tablets 60,£9.10,£9.10,£9.10,£9.10,£9.10,£9.10
Morphine 1mg orodispersible tablets sugar free 56,£2.00,£2.00,£2.00,£2.00,£2.00,£2.00
Morphine 2.5mg orodispersible tablets sugar free 56,£2.50,£2.50,£2.50,£2.50,£2.50,£2.50
Morphine 200mg modified-release capsules 60,£43.60,£43.60,£43.60,£43.60,£43.60,£43.60
Morphine 200mg modified-release tablets 60,£81.34,£81.34,£81.34,£81.34,£81.34,£81.34
Morphine 20mg orodispersible tablets sugar free 56,£9.50,£9.50,£9.50,£9.50,£9.50,£9.50
Morphine 20mg tablets 56,£10.61,£10.61,£10.61,£10.61,£10.61,£10.61
Morphine 30mg modified-release capsules 60,£8.30,£8.30,£8.30,£8.30,£8.30,£8.30
Morphine 30mg modified-release tablets 60,£12.47,£12.47,£12.47,£12.47,£12.47,£12.47
Morphine 30mg orodispersible tablets sugar free 56,£13.00,£13.00,£13.00,£13.00,£13.00,£13.00
Morphine 50mg tablets 56,£28.02,£28.02,£28.02,£28.02,£28.02,£28.02
Morphine 5mg modified-release tablets 60,£3.29,£3.29,£3.29,£3.29,£3.29,£3.29
Morphine 5mg orodispersible tablets sugar free 56,£3.50,£3.50,£3.50,£3.50,£3.50,£3.50
Morphine 60mg modified-release capsules 60,£16.20,£16.20,£16.20,£16.20,£16.20,£16.20
Morphine 60mg modified-release tablets 60,£24.32,£24.32,£24.32,£24.32,£24.32,£24.32
Morphine 90mg modified-release capsules 28,£22.04,£22.04,£22.04,£22.04,£22.04,£22.04
Morphine sulfate 10mg/10ml solution for injection ampoules 10,£15.00,£15.00,£15.00,£15.00,£15.00,£15.00
Morphine sulfate 10mg/1ml solution for injection ampoules 10,£16.99,£16.96,£17.01,£16.91,£17.11,£16.71
Morphine sulfate 10mg/5ml oral solution 300,£4.60,£4.91,£4.71,£4.71,£4.42,£4.42
Morphine sulfate 15mg/1ml solution for injection ampoules 10,£10.74,£10.74,£10.74,£10.74,£10.74,£10.74
Morphine sulfate 20mg/1ml solution for injection ampoules 10,£208.99,£196.37,£202.80,£171.73,£158.29,£149.20
Morphine sulfate 20mg/ml oral solution sugar free 120,£19.50,£19.50,£19.50,£19.50,£19.50,£19.50
Morphine sulfate 30mg/1ml solution for injection ampoules 10,£48.44,£39.34,£48.44,£32.79,£32.79,£32.79
Morphine sulfate 50mg/50ml solution for infusion vials 1,£5.78,£5.78,£5.78,£5.78,£5.78,£5.78
Morphine sulfate 5mg/5ml solution for injection ampoules 10,£51.20,£51.20,£55.80,£48.30,£48.30,£48.30
Morphine sulfate 60mg/2ml solution for injection ampoules 5,£10.07,£10.07,£10.07,£10.07,£10.07,£10.07
Moxifloxacin 0.5% eye drops 5,£9.80,£9.80,£9.80,£9.80,£9.80,£9.80
Moxifloxacin 400mg tablets 5,£7.28,£7.41,£7.56,£7.73,£7.92,£8.16
Moxonidine 200microgram tablets 28,£6.05,£6.90,£6.61,£6.61,£8.24,£8.24
Moxonidine 300microgram tablets 28,£5.04,£5.30,£5.09,£5.09,£5.18,£5.18
Moxonidine 400microgram tablets 28,£4.69,£5.11,£4.90,£4.90,£4.79,£4.79
Mupirocin 2% cream 15,£5.26,£5.26,£5.26,£5.26,£5.26,£5.26
Mupirocin 2% nasal ointment 3,£4.24,£4.24,£4.24,£4.24,£4.24,£4.24
Mupirocin 2% ointment 15,£15.64,£14.64,£11.27,£11.32,£11.21,£11.42
Mycophenolate mofetil 1g/5ml oral suspension sugar free 175,£115.16,£115.16,£115.16,£115.16,£115.16,£115.16
Mycophenolate mofetil 250mg capsules 100,£82.26,£82.26,£82.26,£82.26,£19.30,£19.29
Mycophenolate mofetil 500mg tablets 50,£6.69,£6.23,£5.98,£5.98,£5.75,£5.75
Mycophenolic acid 180mg gastro-resistant tablets 120,£96.72,£96.72,£96.72,£96.72,£96.72,£96.72
Mycophenolic acid 360mg gastro-resistant tablets 120,£193.43,£193.43,£193.43,£193.43,£193.43,£193.43
Nabilone 1mg capsules 20,£196.00,£196.00,£196.00,£196.00,£196.00,£196.00
Nabilone 250microgram capsules 20,£150.00,£150.00,£150.00,£150.00,£150.00,£150.00
Nabumetone 500mg tablets 56,£13.36,£11.84,£10.92,£10.93,£10.91,£10.95
Nadolol 80mg tablets 28,£6.00,£6.00,£6.00,£6.00,£6.00,£6.00
Nafarelin 200micrograms/dose nasal spray 60,£52.43,£52.43,£52.43,£52.43,£52.43,£52.43
Naftidrofuryl 100mg capsules 84,£9.98,£8.86,£8.49,£8.49,£7.17,£7.17
Nalmefene 18mg tablets 14,£42.42,£42.42,£42.42,£42.42,£42.42,£42.42
Naloxegol 12.5mg tablets 30,£55.20,£55.20,£55.20,£55.20,£55.20,£55.20
Naloxegol 25mg tablets 30,£55.20,£55.20,£55.20,£55.20,£55.20,£55.20
Naloxone 1.8mg/0.1ml nasal spray unit dose 2,£26.00,£26.00,£26.00,£26.00,£26.00,£26.00
Naloxone 2mg/2ml solution for injection pre-filled syringes 1,£18.00,£18.00,£18.00,£18.00,£18.00,£18.00
Naloxone 400micrograms/1ml solution for injection ampoules 10,£41.23,£41.23,£41.23,£41.23,£41.22,£41.21
Naltrexone 50mg tablets 28,£81.36,£80.57,£83.94,£82.17,£81.56,£80.22
Naltrexone 8mg / Bupropion 90mg modified-release tablets 112,£73.00,£73.00,£73.00,£73.00,£73.00,£73.00
Nandrolone 50mg/1ml solution for injection ampoules 1,£3.17,£3.17,£3.17,£3.17,£3.17,£3.17
Naphazoline 0.012% eye drops 10,£2.13,£2.13,£2.13,£2.13,£2.13,£2.13
Naproxen 125mg/5ml oral suspension sugar free 100,£110.01,£110.01,£110.01,£110.01,£110.01,£110.01
Naproxen 250mg effervescent tablets sugar free 20,£52.72,£52.72,£52.72,£52.72,£52.72,£52.72
Naproxen 250mg gastro-resistant tablets 56,£2.24,£2.01,£1.94,£1.94,£2.09,£2.09
Naproxen 250mg tablets 28,£1.06,£1.04,£1.00,£1.00,£1.01,£1.01
Naproxen 250mg/5ml oral suspension 100,£45.01,£45.01,£45.01,£45.01,£45.01,£45.01
Naproxen 375mg gastro-resistant tablets 56,£27.77,£27.77,£27.77,£27.77,£27.77,£27.77
Naproxen 500mg / Esomeprazole 20mg modified-release tablets 60,£14.95,£14.95,£14.95,£14.95,£14.95,£14.95
Naproxen 500mg gastro-resistant tablets 56,£4.05,£3.73,£3.59,£3.59,£4.20,£4.20
Naproxen 500mg tablets 28,£1.45,£1.39,£1.34,£1.34,£1.32,£1.32
Naratriptan 2.5mg tablets 6,£1.97,£1.65,£1.59,£1.59,£1.66,£1.66
Naratriptan 2.5mg tablets 12,£3.94,£1.65,£1.59,£1.59,£1.66,£1.66
Nebivolol 1.25mg tablets 28,£51.15,,,,,
Nebivolol 10mg tablets 28,£38.40,£27.79,£27.39,£27.39,£27.39,£27.39
Nebivolol 2.5mg tablets 28,£14.94,£2.13,£2.05,£2.05,£1.88,£1.88
Nebivolol 5mg tablets 28,£1.30,£1.14,£1.10,£1.10,£1.13,£1.13
Nefopam 30mg tablets 90,£4.56,£4.81,£4.61,£4.61,£4.36,£4.36
Neomycin 0.5% / Chlorhexidine hydrochloride 0.1% cream 15,£1.99,£1.99,£1.99,£1.99,£1.99,£1.99
Neostigmine 2.5mg/1ml solution for injection ampoules 10,£7.75,£7.75,£7.75,£7.75,£7.75,£7.75
Nepafenac 1mg/ml eye drops 5,£14.92,£14.92,£14.92,£14.92,£14.92,£14.92
Nepafenac 3mg/ml eye drops 3,£14.92,£14.92,£14.92,£14.92,£14.92,£14.92
Netilmicin 3mg/ml / Dexamethasone 1mg/ml eye drops 0.3ml unit dose preservative free 20,£11.29,£11.29,£11.29,,,
Nevirapine 400mg modified-release tablets 30,£80.19,£80.19,£80.19,£80.19,£80.19,£80.19
Nicardipine 20mg capsules 56,£5.52,£5.52,£5.52,£5.52,£5.52,£5.52
Nicardipine 30mg capsules 56,£6.40,£6.40,£6.40,£6.40,£6.40,£6.40
Nicorandil 10mg tablets 60,£2.26,£2.72,£2.61,£2.61,£2.91,£2.91
Nicorandil 20mg tablets 60,£3.02,£3.54,£3.40,£3.40,£3.81,£3.81
Nicotinamide 4% gel 10,£3.10,£3.10,£3.10,£3.10,£3.10,£3.10
Nicotinamide 4% gel 25,£5.56,£3.10,£3.10,£3.10,£3.10,£3.10
Nicotine 1.5mg lozenges sugar free 60,£12.56,£12.56,£12.56,£12.56,£12.56,£12.56
Nicotine 10mg/16hours transdermal patches 7,£11.43,£11.43,£11.43,£11.43,£11.43,£11.43
Nicotine 14mg/24hours transdermal patches 7,£9.40,£9.40,£9.40,£9.40,£9.40,£9.40
Nicotine 15mg inhalation cartridges with device 4,£6.11,£6.11,£5.43,£5.43,£5.43,£5.43
Nicotine 15mg inhalation cartridges with device 20,£21.17,£6.11,£5.43,£5.43,£5.43,£5.43
Nicotine 15mg inhalation cartridges with device 36,£33.38,£6.11,£5.43,£5.43,£5.43,£5.43
Nicotine 15mg/16hours transdermal patches 7,£11.43,£11.43,£11.43,£11.43,£11.43,£11.43
Nicotine 1mg/dose oromucosal spray sugar free 13.2,£14.24,£14.24,£14.24,£14.24,£14.24,£14.24
Nicotine 21mg/24hours transdermal patches 7,£9.97,£9.97,£9.97,£9.97,£9.97,£9.97
Nicotine 25mg/16hours transdermal patches 7,£11.43,£11.43,£11.43,£11.43,£11.43,£11.43
Nicotine 2mg lozenges sugar free 20,£3.34,£3.34,£3.34,£3.34,£3.34,£3.34
Nicotine 2mg lozenges sugar free 72,£7.40,£3.34,£3.34,£3.34,£3.34,£3.34
Nicotine 2mg lozenges sugar free 80,£12.05,£3.34,£3.34,£3.34,£3.34,£3.34
Nicotine 2mg medicated chewing gum sugar free 96,£8.26,£8.26,£8.26,£8.26,£8.26,£8.26
Nicotine 2mg sublingual tablets sugar free 100,£18.09,£18.09,£17.10,£17.10,£17.10,£17.10
Nicotine 4mg lozenges sugar free 60,£12.56,£12.56,£12.56,£12.56,£10.85,£10.85
Nicotine 4mg lozenges sugar free 72,£7.40,£12.56,£12.56,£12.56,£10.85,£10.85
Nicotine 4mg lozenges sugar free 80,£12.17,£12.56,£12.56,£12.56,£10.85,£10.85
Nicotine 4mg medicated chewing gum sugar free 96,£10.26,£10.26,£10.26,£10.26,£10.26,£10.26
Nicotine 500micrograms/dose nasal spray 10,£19.33,£19.33,£18.21,£18.21,£18.21,£18.21
Nicotine 7mg/24hours transdermal patches 7,£9.12,£9.12,£9.12,£9.12,£9.12,£9.12
Nicotine bitartrate 1mg lozenges sugar free 96,£9.12,£9.12,£9.12,£9.12,£9.12,£9.12
Nicotine bitartrate 2mg lozenges sugar free 96,£10.60,£10.60,£10.60,£10.60,£10.60,£10.60
Nicotine bitartrate 2mg lozenges sugar free 144,£13.50,£10.60,£10.60,£10.60,£10.60,£10.60
Nicotine bitartrate 2mg lozenges sugar free 204,£14.94,£10.60,£10.60,£10.60,£10.60,£10.60
Nifedipine 10mg capsules 90,£65.63,£65.63,£65.63,£65.63,£65.63,£65.63
Nifedipine 10mg modified-release capsules 60,£3.90,£3.90,£3.90,£3.90,£3.90,£3.90
Nifedipine 10mg modified-release tablets 56,£9.23,£9.23,£9.23,£9.23,£9.23,£9.23
Nifedipine 20mg modified-release capsules 60,£5.41,£5.41,£5.41,£5.41,£5.41,£5.41
Nifedipine 20mg modified-release tablets 56,£10.06,£10.06,£10.06,£10.06,£10.06,£10.06
Nifedipine 30mg modified-release capsules 28,£4.89,£4.89,£4.89,£4.89,£4.89,£4.89
Nifedipine 30mg modified-release tablets 28,£4.70,£4.70,£4.70,£4.70,£4.70,£4.70
Nifedipine 40mg modified-release tablets 30,£14.40,£14.40,£14.40,£14.40,£14.40,£14.40
Nifedipine 5mg capsules 90,£51.95,£51.95,£51.95,£51.95,£51.95,£51.95
Nifedipine 60mg modified-release capsules 28,£7.34,£7.34,£7.34,£7.34,£7.34,£7.34
Nifedipine 60mg modified-release tablets 28,£7.10,£7.10,£7.10,£7.10,£7.10,£7.10
Nilotinib 150mg capsules 112,"£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85"
Nilotinib 200mg capsules 112,"£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85"
Nilotinib 50mg capsules 120,"£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85","£2,432.85"
Nimodipine 30mg tablets 100,£40.00,£40.00,£40.00,£40.00,£40.00,£40.00
Nitisinone 20mg capsules 60,"£3,384.00","£3,384.00","£3,384.00","£3,384.00","£3,384.00","£3,384.00"
